carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.54,Ideal,G,VS1,61.8,56.0,5.21,5.26,3.24,13466.576487760643
1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,41724.56769690921
2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,42748.45371355803
0.41,Ideal,J,VVS1,62.0,57.0,4.79,4.73,2.95,8806.923395023077
1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,45959.6173098698
0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,11598.443713763469
1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,3171.5128801362316
1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,29744.834719277682
1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,26651.879696056913
1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,16370.060820422836
0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,9840.889670029006
0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,10000.351352774618
1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,18294.2176965287
0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,7255.577695665712
1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,31007.7559280862
0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,16138.204877312872
0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,9316.679794071393
1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,25572.209251712462
0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,11651.540841457896
0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,15503.76999795544
1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,22922.798624136787
0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,13565.827459048234
1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,46067.9347117226
0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,15554.23853523442
0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,10204.07879914469
0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,7858.505578950759
0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,13102.075204017796
1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,18561.939467246157
0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,22546.187797473547
0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,8764.479614945458
0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,9236.339288070798
1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,34126.25912311676
1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,32807.71262498572
0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,15147.326912237568
0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,6628.669890876604
0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,5285.840007009482
1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,49679.20319604265
0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,15612.549053923482
0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,6324.154953971041
0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,104.71756409571982
0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,6005.500318459939
0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,7548.241109590999
1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,34657.315655407874
1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,12745.200727821608
1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,29597.32363818256
1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,26042.793123013114
1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,24666.362095679895
0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,20161.706240821757
0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,6525.9517707488485
0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,12482.18423417043
0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,7958.674799116213
1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,24953.580715064352
0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,8020.008058947703
1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,39924.035771079165
1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,19419.180388268698
1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,35291.98503716605
1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,25889.52512205675
1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,38320.17018752006
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,10721.75324844442
0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,9908.891783675881
0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,7306.613340734192
1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,28577.49582149377
0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,8635.488820416405
0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,7098.486675881024
0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,8429.989357893175
1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,45636.99251365533
1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,32419.838871646272
0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,8423.03188747811
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,35132.390605456734
0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,11591.721790619447
0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,12837.105252966885
0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,11335.769038666558
0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,10867.770081094526
0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,20261.123006358266
1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,23534.86605642675
1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,20933.727069921475
1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,23777.978320854916
0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,19288.28342923872
0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,10811.215188604125
0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,9711.399033946338
0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,14397.498711664353
0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,6818.827701336753
1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,25353.919377013368
1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,23982.278492929487
0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,15740.054275800267
1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,29751.1058282235
1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,16651.98704933068
0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,6257.186351914097
1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,29275.1634564509
0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,11920.69495446042
0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,10315.645258981356
0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,15777.1503589265
0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,7165.13882628936
0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,18897.542662866945
0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,10117.152319029703
0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,6287.929886031795
1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,20648.11313348188
0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,9239.260390674324
0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,12609.794465628307
0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,8228.368268123188
1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,15359.54953902888
0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,17160.105695233407
1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,26648.134340295976
0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,8864.976982330361
0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,6658.1968111265605
0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,15889.243129323053
1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,32340.20263985797
1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,52342.78320655513
0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,9911.50321932616
1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,17817.816919513873
0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,22559.262105527418
0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,5392.860084331722
1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,19534.486611261567
0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,17093.913095475975
0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,20348.872200385256
0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,7048.5332841608415
0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,15064.0021381835
0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,7594.794937738623
0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,7469.7535683112055
0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,18414.162761839365
1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,27948.44998748628
0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,9681.419214304611
0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,14568.983795520398
0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,15903.205839581335
0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,17908.192653694437
0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,6870.893937810012
0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,16419.59908581024
0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,13682.144563536383
0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,17798.73344655467
0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,13085.283674111686
2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,48145.55000295016
1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,51752.129235689266
0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,18068.40683930832
0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,16602.91429923258
0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,8953.404800429285
0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,7307.255157364232
1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,15894.826741744237
0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,21766.642424614576
0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,9698.271456523324
1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,14618.977315085513
0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,20711.68894686964
1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,22724.330075540904
2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,35109.56228013499
1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,39166.827566032924
0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,7751.967196480443
0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,14257.055695631312
0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,7145.404093317983
1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,40339.989311748446
0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,19719.986632451066
1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,19877.893586067927
1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,33867.65727399285
0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,6594.985836531635
0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,9733.260833303402
0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,7057.702212008948
0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,19088.39213350249
0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,7043.458331671674
0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,22345.483611324667
0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,21686.490185378763
0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,11904.162661135053
0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,11719.901190446315
1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,27238.820230433274
0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,10385.103463632324
1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,25842.72206543056
0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,19173.41996585866
1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,29797.134377171846
1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,26571.93722523168
2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,31241.227425257868
0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,7847.606959379788
0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,7497.493133024034
2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,36956.90705194621
0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,22465.927499634712
0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,7217.059578718333
0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,7904.473081303746
1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,39901.59859933849
0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,14577.94438514952
0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,11221.446109527169
0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,16559.512464281594
0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,12730.879234713608
0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,8656.753306510269
0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,14976.136171858805
0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,13645.658767987292
1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,23548.51368908165
0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,9551.006338881538
0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,7347.674388545795
1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,19564.708818071584
0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,13150.499852601368
0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,10258.719131685739
1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,20689.142584785848
2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,36308.87704924652
0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,14299.44606068009
0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,19243.607887243867
1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,22571.947462905882
1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,27974.484026642258
2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,32667.385674564488
1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,27400.07616330365
0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,12358.4703986278
2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,33824.846923265744
1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,20998.18229239648
0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,12227.38759803823
0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,18275.587116970608
0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,10124.619790439408
0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,9458.171616719255
0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,18704.000665806223
1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,26188.225936495062
1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,26172.588661801507
1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,18044.616490162723
0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,14874.404072570851
1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,32567.683231011513
0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,20918.28727942773
0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,6554.099971691385
0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,16512.742701912008
0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,20046.219004398765
0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,17625.422097462204
0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,9535.415010246685
0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,20144.358528228586
0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,23900.68451754451
0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,7945.543253607919
0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,7401.6979759122505
0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,11025.068249997188
2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,31807.191937101587
0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,20230.180414291273
1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,24355.05139044021
0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,6955.296906777592
0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,6973.771484914295
0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,18267.241637946157
1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,23857.4768848975
0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,11212.578726785925
1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,18910.494294552736
0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,14083.30318312262
1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,23070.658866674592
0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,16508.972030064342
0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,17285.36393486115
0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,14265.824435249744
0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,9027.477325003736
0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,9065.77821604609
0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,5754.326589439816
1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,16601.456018896817
0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,15560.797832522665
0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,14928.330124128533
0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,8905.873327727095
0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,12093.232970483203
1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,24155.212600744922
1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,19284.556509280355
0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,6038.506879687644
1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,25793.284761145725
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,20291.043519372794
0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,10072.46300970258
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,28929.561968518923
1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,30228.412794096508
0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,12431.415115244294
0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,14624.885285769238
0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,9338.309195472184
1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,44707.76872113575
0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,13200.958590808186
0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,16765.28770855398
0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,8004.806350449577
2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,39030.143361002636
1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,24865.624169410108
1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,23013.988000903504
1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,17880.215207895573
1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,25883.158567311224
0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,24362.753966299188
0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,10029.028144995367
0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,7915.033526539567
0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,13236.022822318939
0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,29949.32398281516
0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,12521.056959845168
0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,12844.54936148336
1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,34694.47458854964
0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,7627.553349313628
1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,32144.225515274342
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,8917.458335085974
1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,43437.333694040775
0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,14256.05389721401
0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,16926.57269578954
1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,18674.451889274504
0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,10716.480673097009
1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,35193.54481674539
1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,24240.65622546274
0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,6937.968118074822
0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,8358.76333031027
0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,8375.96141364362
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,13173.622073649802
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,13924.871582588125
1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,35612.72651663341
0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,19593.600904883988
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,9119.768742059641
0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,14828.485667836881
0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,16119.504379106886
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,23766.285160286796
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,7667.723484971727
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,14020.602043411023
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,34728.012699111496
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,38879.59028727141
0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,9481.46192060357
0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,14843.341427875233
0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,8193.173439419123
1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,16962.292895907987
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,14646.99712088193
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,30796.03985805662
1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,25900.442859465904
0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,9644.752261008063
0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,9139.816994654904
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,27760.060619870466
2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,40508.293252220246
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,7884.779465679779
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,20436.642408283176
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,14959.307827170473
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,11453.670948491568
0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,7210.976489337903
0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,8332.080918094645
1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,31690.623667314936
1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,34606.21110461796
0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,9260.222011878706
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,24124.25544560285
0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,19061.919272728326
0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,13916.06794532376
1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,26475.950624930058
0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,14147.030283843193
1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,45808.883519657335
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,10359.411461971587
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,5163.679630456095
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,19070.627804131662
0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,8059.412893248194
1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,33599.20801543513
0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,10977.525524115234
0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,19553.02651752822
